,file_path,tokens,structure,keywords,label
405,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1528799473_66_강원_실내_16278.wav,"[('옥수수', 'Noun'), ('가', 'Josa'), ('굉장히', 'Adjective'), ('고소하고', 'Adjective'), ('색깔', 'Noun'), ('도', 'Josa'), ('약간', 'Noun'), ('알록달록했는데', 'Adjective')]","[('옥수수', 'Noun'), ('가', 'Josa'), ('굉장히', 'Adjective'), ('고소하고', 'Adjective'), ('색깔', 'Noun'), ('도', 'Josa'), ('약간', 'Noun'), ('알록달록했는데', 'Adjective')]","['옥수수', '색깔', '약간']","[4, 4, 185, 4259, 219, 6543, 4259, 880, 3497, 771, 376, 226, 874, 114, 15]"
406,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1544338996_60_수도권_실내_16927.wav,"[('두꺼운', 'Adjective'), ('옷', 'Noun'), ('을', 'Josa'), ('또', 'Noun'), ('우리', 'Noun'), ('가', 'Josa'), ('가져갔지', 'Verb'), ('근데', 'Adverb'), ('그', 'Noun'), ('백두산', 'Noun'), ('지역', 'Noun'), ('이', 'Josa')]","[('두꺼운', 'Adjective'), ('옷', 'Noun'), ('을', 'Josa'), ('또', 'Noun'), ('우리', 'Noun'), ('가', 'Josa'), ('가져갔지', 'Verb'), ('근데', 'Adverb'), ('그', 'Noun'), ('백두산', 'Noun'), ('지역', 'Noun'), ('이', 'Josa')]","['옷', '또', '우리', '그', '백두산', '지역']","[2574, 102, 5092, 604, 152, 5351, 15, 305, 65, 122, 152, 2798, 26]"
407,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535495676_64_전라_실내_16843.wav,"[('그', 'Noun'), ('해변', 'Noun'), ('그', 'Noun'), ('꽃지', 'Noun'), ('해수욕장', 'Noun'), ('을', 'Josa'), ('끼', 'Noun'), ('고', 'Josa'), ('있는', 'Adjective'), ('거야', 'Eomi')]","[('그', 'Noun'), ('해변', 'Noun'), ('그', 'Noun'), ('꽃지', 'Noun'), ('해수욕장', 'Noun'), ('을', 'Josa'), ('끼', 'Noun'), ('고', 'Josa'), ('있는', 'Adjective'), ('거야', 'Eomi')]","['그', '해변', '그', '꽃지', '해수욕장', '끼']","[305, 395, 2192, 305, 379, 152, 395, 4, 2163, 185, 722, 4259, 1, 4594]"
408,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1539719410_60_경상_실내_16277.wav,"[('옛날', 'Noun'), ('에', 'Josa'), ('어렸을', 'Verb'), ('때', 'Noun'), ('우리', 'Noun'), ('는', 'Josa'), ('옥수수', 'Noun'), ('먹어', 'Verb'), ('보면', 'Verb')]","[('옛날', 'Noun'), ('에', 'Josa'), ('어렸을', 'Verb'), ('때', 'Noun'), ('우리', 'Noun'), ('는', 'Josa'), ('옥수수', 'Noun'), ('먹어', 'Verb'), ('보면', 'Verb')]","['옛날', '때', '우리', '옥수수']","[58, 6062, 7, 5092, 604, 4, 4, 3367, 362]"
409,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_M_1535892721-0_68_전라_실내_44660.wav,"[('들어가서', 'Verb'), ('봤는데', 'Verb'), ('영', 'Noun'), ('대', 'Verb'), ('영', 'Modifier'), ('이', 'Modifier'), ('길', 'Noun'), ('래', 'Josa'), ('저', 'Determiner'), ('거', 'Noun'), ('저러겠다', 'Verb'), ('싶었어', 'Verb')]","[('들어가서', 'Verb'), ('봤는데', 'Verb'), ('영', 'Noun'), ('대', 'Verb'), ('영', 'Modifier'), ('이', 'Modifier'), ('길', 'Noun'), ('래', 'Josa'), ('저', 'Determiner'), ('거', 'Noun'), ('저러겠다', 'Verb'), ('싶었어', 'Verb')]","['영', '길', '거']","[2195, 3357, 15, 566, 131, 566, 26, 139, 66, 1, 66, 5938]"
410,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화14_F_1528838253_60_강원_실내_19247.wav,"[('어제', 'Noun'), ('탄수화물', 'Noun'), ('을', 'Josa'), ('먹으려', 'Verb'), ('현미', 'Noun'), ('를', 'Josa'), ('사', 'Noun'), ('왔어요', 'Verb')]","[('어제', 'Noun'), ('탄수화물', 'Noun'), ('을', 'Josa'), ('먹으려', 'Verb'), ('현미', 'Noun'), ('를', 'Josa'), ('사', 'Noun'), ('왔어요', 'Verb')]","['어제', '탄수화물', '현미', '사']","[87, 4, 460, 73, 2957, 98, 1625]"
411,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1521481375_64_강원_실내_16546.wav,"[('생각', 'Noun'), ('보다', 'Josa'), ('괜찮더라고요', 'Adjective'), ('그래서', 'Adverb'), ('그렇게', 'Adverb'), ('하고', 'Verb')]","[('생각', 'Noun'), ('보다', 'Josa'), ('괜찮더라고요', 'Adjective'), ('그래서', 'Adverb'), ('그렇게', 'Adverb'), ('하고', 'Verb')]",['생각'],"[2291, 3367, 5938, 6367, 4259, 1625, 305, 3357, 305, 5, 6543, 4259]"
412,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1550112720_67_강원_실내_16456.wav,"[('대', 'Verb'), ('중', 'Noun'), ('후반', 'Noun'), ('이니까', 'Josa'), ('우리', 'Noun'), ('아이', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('곧', 'Noun'), ('나', 'Noun')]","[('대', 'Verb'), ('중', 'Noun'), ('후반', 'Noun'), ('이니까', 'Josa'), ('우리', 'Noun'), ('아이', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('곧', 'Noun'), ('나', 'Noun')]","['중', '후반', '우리', '아이', '곧', '나']","[131, 51, 141, 217, 26, 370, 5092, 604, 26, 2195, 26, 2]"
413,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1534631503_60_수도권_실내_17215.wav,"[('그거', 'Noun'), ('절대', 'Noun'), ('욕심', 'Noun'), ('내고', 'Verb'), ('많이', 'Adverb'), ('못', 'Noun'), ('먹는다', 'Verb'), ('그게', 'Noun'), ('칼륨', 'Noun'), ('이', 'Josa'), ('많아서', 'Adjective')]","[('그거', 'Noun'), ('절대', 'Noun'), ('욕심', 'Noun'), ('내고', 'Verb'), ('많이', 'Adverb'), ('못', 'Noun'), ('먹는다', 'Verb'), ('그게', 'Noun'), ('칼륨', 'Noun'), ('이', 'Josa'), ('많아서', 'Adjective')]","['그거', '절대', '욕심', '못', '그게', '칼륨']","[305, 1, 798, 131, 2163, 3838, 8, 4259, 26, 5938, 305, 5, 1322, 26, 3357]"
414,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1544338996_60_수도권_실내_17095.wav,"[('이제', 'Noun'), ('같이', 'Adverb'), ('안', 'VerbPrefix'), ('따라', 'Verb'), ('다니게', 'Verb'), ('된', 'Verb'), ('거야', 'Eomi'), ('이', 'Noun'), ('게', 'Josa'), ('일정', 'Noun'), ('을', 'Josa')]","[('이제', 'Noun'), ('같이', 'Adverb'), ('안', 'VerbPrefix'), ('따라', 'Verb'), ('다니게', 'Verb'), ('된', 'Verb'), ('거야', 'Eomi'), ('이', 'Noun'), ('게', 'Josa'), ('일정', 'Noun'), ('을', 'Josa')]","['이제', '이', '일정']","[26, 87, 26, 144, 5938, 370, 5, 1, 4594, 26, 5, 12, 1998]"
415,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1556271619_72_전라_실내_44786.wav,"[('뭐', 'Noun'), ('자기', 'Noun'), ('가', 'Josa'), ('하긴', 'Verb'), ('하', 'Exclamation'), ('되', 'Verb'), ('모든', 'Noun'), ('걸', 'Noun'), ('거기', 'Noun'), ('투입', 'Noun'), ('은', 'Josa'), ('안', 'Noun'), ('하는가', 'Verb'), ('봐', 'Verb')]","[('뭐', 'Noun'), ('자기', 'Noun'), ('가', 'Josa'), ('하긴', 'Verb'), ('하', 'Exclamation'), ('되', 'Verb'), ('모든', 'Noun'), ('걸', 'Noun'), ('거기', 'Noun'), ('투입', 'Noun'), ('은', 'Josa'), ('안', 'Noun'), ('하는가', 'Verb'), ('봐', 'Verb')]","['뭐', '자기', '모든', '걸', '거기', '투입', '안']","[24, 955, 862, 6543, 6543, 4740, 2791, 28, 1, 862, 340, 3504, 144, 6543]"
416,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_M_1535892721-0_68_전라_실내_45074.wav,"[('아', 'Exclamation'), ('했으니까', 'Verb'), ('다', 'Adverb'), ('됐겠지', 'Verb'), ('거기', 'Noun'), ('까지', 'Josa'), ('갔는데', 'Verb'), ('설마', 'Noun'), ('안', 'Noun'), ('되겠어', 'Verb')]","[('아', 'Exclamation'), ('했으니까', 'Verb'), ('다', 'Adverb'), ('됐겠지', 'Verb'), ('거기', 'Noun'), ('까지', 'Josa'), ('갔는데', 'Verb'), ('설마', 'Noun'), ('안', 'Noun'), ('되겠어', 'Verb')]","['거기', '설마', '안']","[370, 5938, 152, 1, 862, 152, 15, 6167, 1162, 144, 4740]"
417,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화10_F_1527042470_64_충청_실내_11852.wav,"[('그래서', 'Adverb'), ('정말', 'Noun'), ('싸서', 'Verb'), ('막', 'Noun'), ('샀지', 'Verb')]","[('그래서', 'Adverb'), ('정말', 'Noun'), ('싸서', 'Verb'), ('막', 'Noun'), ('샀지', 'Verb')]","['정말', '막']","[305, 3357, 1998, 10, 3357, 113, 152]"
418,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화09_M_1532538920_81_강원_실내_10548.wav,"[('그러니까', 'Adverb'), ('당연히', 'Adjective'), ('오른쪽', 'Noun'), ('에서', 'Josa'), ('직진', 'Noun'), ('하고', 'Josa'), ('있는', 'Adjective'), ('차량', 'Noun'), ('이', 'Josa')]","[('그러니까', 'Adverb'), ('당연히', 'Adjective'), ('오른쪽', 'Noun'), ('에서', 'Josa'), ('직진', 'Noun'), ('하고', 'Josa'), ('있는', 'Adjective'), ('차량', 'Noun'), ('이', 'Josa')]","['오른쪽', '직진', '차량']","[305, 370, 973, 3632, 48, 138, 6062, 3357, 6543, 4259, 49, 3540, 26]"
419,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1536456816_68_수도권_실내_16999.wav,"[('내려와', 'Verb'), ('갖고', 'Verb'), ('또', 'Noun'), ('옆', 'Noun'), ('으로', 'Josa'), ('돌아가는', 'Verb'), ('길이', 'Noun'), ('있는데', 'Adjective')]","[('내려와', 'Verb'), ('갖고', 'Verb'), ('또', 'Noun'), ('옆', 'Noun'), ('으로', 'Josa'), ('돌아가는', 'Verb'), ('길이', 'Noun'), ('있는데', 'Adjective')]","['또', '옆', '길이']","[8, 4259, 258, 5228, 241, 139, 26, 15]"
420,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1541760477_77_전라_실내_16375.wav,"[('그렇게', 'Adverb'), ('먹으면', 'Verb'), ('혈당', 'Noun'), ('강화', 'Noun'), ('에도', 'Josa'), ('도움', 'Noun'), ('이', 'Josa'), ('되고', 'Verb'), ('그래서', 'Adverb')]","[('그렇게', 'Adverb'), ('먹으면', 'Verb'), ('혈당', 'Noun'), ('강화', 'Noun'), ('에도', 'Josa'), ('도움', 'Noun'), ('이', 'Josa'), ('되고', 'Verb'), ('그래서', 'Adverb')]","['혈당', '강화', '도움']","[305, 5, 362, 973, 2494, 460, 6062, 771, 771, 26, 4740, 4259, 305, 3357]"
421,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화07_M_1527671642_80_경상_실내_07773.wav,"[('그래도', 'Adverb'), ('여러', 'Noun'), ('가지', 'Noun'), ('시도', 'Noun'), ('는', 'Josa'), ('해보지', 'Verb')]","[('그래도', 'Adverb'), ('여러', 'Noun'), ('가지', 'Noun'), ('시도', 'Noun'), ('는', 'Josa'), ('해보지', 'Verb')]","['여러', '가지', '시도']","[305, 771, 821, 152, 89, 771, 395, 3367, 152]"
422,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화38_M_1527671642_80_경상_실내_43581.wav,"[('그러니까', 'Adverb'), ('걔', 'Noun'), ('좀', 'Noun'), ('이상한가', 'Adjective'), ('보다', 'Verb'), ('그렇지', 'Adjective'), ('처음', 'Noun'), ('이니까', 'Josa')]","[('그러니까', 'Adverb'), ('걔', 'Noun'), ('좀', 'Noun'), ('이상한가', 'Adjective'), ('보다', 'Verb'), ('그렇지', 'Adjective'), ('처음', 'Noun'), ('이니까', 'Josa')]","['걔', '좀', '처음']","[305, 370, 118, 26, 867, 4233, 3367, 5938, 305, 152, 4794, 2225, 26, 370]"
423,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화38_M_1527671642_80_경상_실내_42986.wav,"[('아무래도', 'Adverb'), ('두', 'Determiner'), ('분', 'Noun'), ('이', 'Josa'), ('계시', 'Noun'), ('니까', 'Josa'), ('외로운', 'Adjective'), ('것', 'Noun'), ('도', 'Josa'), ('있을', 'Adjective'), ('거고', 'Eomi')]","[('아무래도', 'Adverb'), ('두', 'Determiner'), ('분', 'Noun'), ('이', 'Josa'), ('계시', 'Noun'), ('니까', 'Josa'), ('외로운', 'Adjective'), ('것', 'Noun'), ('도', 'Josa'), ('있을', 'Adjective'), ('거고', 'Eomi')]","['분', '계시', '것']","[6018, 771, 45, 26, 89, 370, 1643, 5228, 2574, 3, 771, 1, 4259]"
424,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1528090697_61_강원_실내_44370.wav,"[('그', 'Determiner'), ('말로', 'Noun'), ('딱', 'Adverb'), ('매트리스', 'Noun'), ('밖에', 'Josa'), ('안', 'Noun'), ('들어가는거야', 'Verb')]","[('그', 'Determiner'), ('말로', 'Noun'), ('딱', 'Adverb'), ('매트리스', 'Noun'), ('밖에', 'Josa'), ('안', 'Noun'), ('들어가는거야', 'Verb')]","['말로', '매트리스', '안']","[305, 10, 5228, 2329, 604, 128, 6062, 144, 2195, 1, 4594]"
425,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1536456816_68_수도권_실내_16661.wav,"[('명성산', 'Noun'), ('에', 'Josa'), ('그', 'Noun'), ('억새', 'Noun'), ('풀밭', 'Noun'), ('이', 'Josa'), ('그냥', 'Noun'), ('그', 'Noun'), ('가을', 'Noun'), ('단풍', 'Noun'), ('하고', 'Josa')]","[('명성산', 'Noun'), ('에', 'Josa'), ('그', 'Noun'), ('억새', 'Noun'), ('풀밭', 'Noun'), ('이', 'Josa'), ('그냥', 'Noun'), ('그', 'Noun'), ('가을', 'Noun'), ('단풍', 'Noun'), ('하고', 'Josa')]","['명성산', '그', '억새', '풀밭', '그냥', '그', '가을', '단풍']","[109, 1096, 122, 6062, 305, 885, 4532, 4361, 3359, 26, 305, 608, 305, 6408, 6543, 4259]"
426,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_M_1536456816_68_수도권_실내_17300.wav,"[('그것', 'Noun'), ('또', 'Noun'), ('하이힐', 'Noun'), ('은', 'Josa'), ('왜', 'Noun'), ('신어', 'Noun'), ('계단', 'Noun'), ('에서', 'Josa'), ('뒹굴어', 'Noun'), ('가지', 'Noun'), ('고', 'Josa'), ('있잖아', 'Adjective')]","[('그것', 'Noun'), ('또', 'Noun'), ('하이힐', 'Noun'), ('은', 'Josa'), ('왜', 'Noun'), ('신어', 'Noun'), ('계단', 'Noun'), ('에서', 'Josa'), ('뒹굴어', 'Noun'), ('가지', 'Noun'), ('고', 'Josa'), ('있잖아', 'Adjective')]","['그것', '또', '하이힐', '왜', '신어', '계단', '뒹굴어', '가지']","[305, 3, 6543, 26, 3504, 708, 6062, 3357, 2772, 152, 4259]"
427,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535863537_62_전라_실내_16933.wav,"[('그래', 'Adjective'), ('갖고서', 'Verb'), ('그', 'Noun'), ('백두산', 'Noun'), ('을', 'Josa'), ('가', 'Verb'), ('갖고서', 'Verb'), ('우리', 'Noun'), ('가', 'Josa'), ('그', 'Noun'), ('차', 'Noun'), ('를', 'Josa'), ('봉고', 'Noun')]","[('그래', 'Adjective'), ('갖고서', 'Verb'), ('그', 'Noun'), ('백두산', 'Noun'), ('을', 'Josa'), ('가', 'Verb'), ('갖고서', 'Verb'), ('우리', 'Noun'), ('가', 'Josa'), ('그', 'Noun'), ('차', 'Noun'), ('를', 'Josa'), ('봉고', 'Noun')]","['그', '백두산', '우리', '그', '차', '봉고']","[305, 4259, 3357, 305, 65, 122, 4259, 3357, 5092, 604, 305, 49, 4616, 4259]"
428,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1539719410_60_경상_실내_16377.wav,"[('이래', 'Adjective'), ('가지', 'Noun'), ('고', 'Josa'), ('양파', 'Noun'), ('가', 'Josa'), ('집', 'Noun'), ('에', 'Josa'), ('두', 'Noun'), ('자루', 'Noun'), ('나', 'Josa'), ('있는데', 'Adjective')]","[('이래', 'Adjective'), ('가지', 'Noun'), ('고', 'Josa'), ('양파', 'Noun'), ('가', 'Josa'), ('집', 'Noun'), ('에', 'Josa'), ('두', 'Noun'), ('자루', 'Noun'), ('나', 'Josa'), ('있는데', 'Adjective')]","['가지', '양파', '집', '두', '자루']","[26, 152, 4259, 453, 2080, 20, 6062, 955, 2, 15]"
429,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화38_M_1527671642_80_경상_실내_42494.wav,"[('그리고', 'Conjunction'), ('낮', 'Noun'), ('에', 'Josa'), ('이동', 'Noun'), ('할', 'Verb'), ('때', 'Noun'), ('군복', 'Noun'), ('입은', 'Verb'), ('애', 'Noun'), ('들', 'Suffix'), ('보면', 'Verb'), ('또', 'Noun'), ('그렇고', 'Adjective')]","[('그리고', 'Conjunction'), ('낮', 'Noun'), ('에', 'Josa'), ('이동', 'Noun'), ('할', 'Verb'), ('때', 'Noun'), ('군복', 'Noun'), ('입은', 'Verb'), ('애', 'Noun'), ('들', 'Suffix'), ('보면', 'Verb'), ('또', 'Noun'), ('그렇고', 'Adjective')]","['낮', '이동', '때', '군복', '애', '또']","[305, 604, 4259, 461, 6062, 26, 4604, 7, 627, 981, 340, 3504, 25, 2195, 3367, 362, 305, 4259]"
430,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535113643_64_강원_실내_17515.wav,"[('종합', 'Noun'), ('비타민', 'Noun'), ('이', 'Josa'), ('효과', 'Noun'), ('가', 'Josa'), ('좋', 'Adjective'), ('더', 'Noun'), ('라고', 'Josa'), ('나', 'Noun'), ('는', 'Josa')]","[('종합', 'Noun'), ('비타민', 'Noun'), ('이', 'Josa'), ('효과', 'Noun'), ('가', 'Josa'), ('좋', 'Adjective'), ('더', 'Noun'), ('라고', 'Josa'), ('나', 'Noun'), ('는', 'Josa')]","['종합', '비타민', '효과', '더', '나']","[2908, 6580, 345, 26, 519, 6367, 4259, 2]"
431,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_자유대화_F_1531186346_64_수도권_실내_20201221160203.wav,"[('이', 'Noun'), ('동생', 'Noun'), ('은', 'Josa'), ('떡집', 'Noun'), ('을', 'Josa'), ('사', 'Modifier'), ('십년', 'Noun'), ('운영', 'Noun'), ('하고', 'Josa'), ('있습니다', 'Adjective')]","[('이', 'Noun'), ('동생', 'Noun'), ('은', 'Josa'), ('떡집', 'Noun'), ('을', 'Josa'), ('사', 'Modifier'), ('십년', 'Noun'), ('운영', 'Noun'), ('하고', 'Josa'), ('있습니다', 'Adjective')]","['이', '동생', '떡집', '십년', '운영']","[26, 4604, 2291, 3504, 758, 20, 98, 14, 42, 2574, 566, 6543, 4259, 4347, 370, 5938]"
432,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535863537_62_전라_실내_16630.wav,"[('올해', 'Noun'), ('는', 'Josa'), ('제', 'Noun'), ('가', 'Josa'), ('김치', 'Noun'), ('담그는데', 'Verb'), ('도전', 'Noun'), ('을', 'Josa'), ('해', 'Noun'), ('보려고', 'Verb'), ('생각', 'Noun'), ('하고', 'Josa'), ('했습니다', 'Verb')]","[('올해', 'Noun'), ('는', 'Josa'), ('제', 'Noun'), ('가', 'Josa'), ('김치', 'Noun'), ('담그는데', 'Verb'), ('도전', 'Noun'), ('을', 'Josa'), ('해', 'Noun'), ('보려고', 'Verb'), ('생각', 'Noun'), ('하고', 'Josa'), ('했습니다', 'Verb')]","['올해', '제', '김치', '도전', '해', '생각']","[395, 87, 333, 4590, 305, 15, 771, 39, 395, 3367, 4259, 2291, 6543, 4259, 4347, 370, 5938]"
433,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화38_M_1527671642_80_경상_실내_43622.wav,"[('일', 'Modifier'), ('년', 'Noun'), ('에', 'Josa'), ('뭐', 'Noun'), ('이러', 'Verb'), ('저러', 'Verb'), ('해서', 'Verb'), ('십', 'Noun'), ('억', 'Noun'), ('정도', 'Noun'), ('가', 'Josa'), ('든대', 'Verb')]","[('일', 'Modifier'), ('년', 'Noun'), ('에', 'Josa'), ('뭐', 'Noun'), ('이러', 'Verb'), ('저러', 'Verb'), ('해서', 'Verb'), ('십', 'Noun'), ('억', 'Noun'), ('정도', 'Noun'), ('가', 'Josa'), ('든대', 'Verb')]","['년', '뭐', '십', '억', '정도']","[12, 42, 6062, 24, 26, 66, 395, 3357, 14, 885, 1998, 771, 131]"
434,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화39_F_1531552733_69_수도권_실내_44090.wav,"[('지금', 'Noun'), ('여름', 'Noun'), ('휴가', 'Noun'), ('계획', 'Noun'), ('을', 'Josa'), ('잡고있는데', 'Verb'), ('이맘때', 'Adverb'), ('쯤', 'Noun'), ('에', 'Josa'), ('글', 'Noun'), ('래핑', 'Noun'), ('글램핑', 'Noun'), ('가는', 'Verb'), ('게', 'Noun'), ('좋다고', 'Adjective'), ('하더라', 'Verb')]","[('지금', 'Noun'), ('여름', 'Noun'), ('휴가', 'Noun'), ('계획', 'Noun'), ('을', 'Josa'), ('잡고있는데', 'Verb'), ('이맘때', 'Adverb'), ('쯤', 'Noun'), ('에', 'Josa'), ('글', 'Noun'), ('래핑', 'Noun'), ('글램핑', 'Noun'), ('가는', 'Verb'), ('게', 'Noun'), ('좋다고', 'Adjective'), ('하더라', 'Verb')]","['지금', '여름', '휴가', '계획', '쯤', '글', '래핑', '글램핑', '게']","[152, 1733, 821, 4259, 15, 26, 515, 7, 1126, 6062, 297, 3847, 297, 1547, 3847, 5, 5938, 4259, 6543, 6367]"
435,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화07_M_1520916170_75_수도권_실내_07796.wav,"[('커피', 'Noun'), ('믹스', 'Noun'), ('를', 'Josa'), ('자기', 'Noun'), ('말', 'Noun'), ('로는', 'Josa'), ('하루', 'Noun'), ('에', 'Josa'), ('세', 'Noun'), ('잔', 'Noun'), ('정도', 'Noun'), ('마신대', 'Verb')]","[('커피', 'Noun'), ('믹스', 'Noun'), ('를', 'Josa'), ('자기', 'Noun'), ('말', 'Noun'), ('로는', 'Josa'), ('하루', 'Noun'), ('에', 'Josa'), ('세', 'Noun'), ('잔', 'Noun'), ('정도', 'Noun'), ('마신대', 'Verb')]","['커피', '믹스', '자기', '말', '하루', '세', '잔', '정도']","[672, 5689, 955, 862, 10, 5228, 6543, 6062, 956, 332, 1998, 771, 1162, 708, 131]"
436,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화07_M_1527671642_80_경상_실내_08000.wav,"[('내', 'Noun'), ('가', 'Josa'), ('내', 'Noun'), ('몸', 'Noun'), ('을', 'Josa'), ('사랑', 'Noun'), ('해야', 'Verb'), ('될', 'Verb'), ('것', 'Noun'), ('같아', 'Adjective')]","[('내', 'Noun'), ('가', 'Josa'), ('내', 'Noun'), ('몸', 'Noun'), ('을', 'Josa'), ('사랑', 'Noun'), ('해야', 'Verb'), ('될', 'Verb'), ('것', 'Noun'), ('같아', 'Adjective')]","['내', '내', '몸', '사랑', '것']","[8, 8, 80, 98, 395, 4594, 3]"
437,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1534482119_67_강원_실내_17176.wav,"[('그런대로', 'Adverb'), ('건강하고', 'Adjective'), ('뭐', 'Noun'), ('나', 'Noun'), ('는', 'Josa'), ('인제', 'Noun'), ('뭐', 'Noun'), ('게임', 'Noun'), ('검진', 'Noun'), ('받았거든', 'Verb')]","[('그런대로', 'Adverb'), ('건강하고', 'Adjective'), ('뭐', 'Noun'), ('나', 'Noun'), ('는', 'Josa'), ('인제', 'Noun'), ('뭐', 'Noun'), ('게임', 'Noun'), ('검진', 'Noun'), ('받았거든', 'Verb')]","['뭐', '나', '인제', '뭐', '게임', '검진']","[305, 131, 5228, 17, 2494, 6543, 4259, 24, 2, 203, 87, 24, 5, 5426, 1]"
438,/Users/shinjeongtae/DB/External SSD for Data/Elderly Speech Recognition/contents/old/data_new/노인남여_노인대화13_F_1535863537_62_전라_실내_16886.wav,"[('산', 'Noun'), ('을', 'Josa'), ('한라산', 'Noun'), ('을', 'Josa'), ('막', 'Noun'), ('올라갔거든', 'Verb'), ('근데', 'Adverb'), ('우리', 'Noun'), ('가', 'Josa'), ('그', 'Noun'), ('때', 'Noun'), ('갔을', 'Verb'), ('때', 'Noun'), ('가', 'Josa')]","[('산', 'Noun'), ('을', 'Josa'), ('한라산', 'Noun'), ('을', 'Josa'), ('막', 'Noun'), ('올라갔거든', 'Verb'), ('근데', 'Adverb'), ('우리', 'Noun'), ('가', 'Josa'), ('그', 'Noun'), ('때', 'Noun'), ('갔을', 'Verb'), ('때', 'Noun'), ('가', 'Josa')]","['산', '한라산', '막', '우리', '그', '때', '때']","[122, 4233, 122, 113, 1, 5351, 15, 5092, 604, 305, 7, 7]"
